2.5306E-02;5.0612E-06
2.5310E-02;5.0619E-06
2.5317E-02;5.0634E-06
2.5319E-02;5.0638E-06
2.5345E-02;5.0690E-06
2.5360E-02;5.0720E-06
2.5366E-02;5.0731E-06
2.5399E-02;5.0798E-06
2.5403E-02;5.0806E-06
2.5412E-02;5.0824E-06
2.5429E-02;5.0858E-06
2.5435E-02;5.0869E-06
2.5435E-02;5.0869E-06
2.5436E-02;5.0873E-06
2.5453E-02;5.0906E-06
2.5457E-02;5.0914E-06
2.5462E-02;5.0925E-06
2.5474E-02;5.0947E-06
2.5476E-02;5.0951E-06
2.5485E-02;5.0970E-06
2.5513E-02;5.1026E-06
2.5526E-02;5.1052E-06
2.5530E-02;5.1059E-06
2.5533E-02;5.1067E-06
2.5543E-02;5.1085E-06
2.5552E-02;5.1104E-06
2.5554E-02;5.1108E-06
2.5563E-02;5.1126E-06
2.5584E-02;5.1167E-06
2.5587E-02;5.1175E-06
2.5602E-02;5.1204E-06
2.5625E-02;5.1249E-06
2.5671E-02;5.1342E-06
2.5677E-02;5.1353E-06
2.5714E-02;5.1428E-06
2.5734E-02;5.1469E-06
2.5747E-02;5.1495E-06
2.5770E-02;5.1540E-06
2.5783E-02;5.1566E-06
2.5820E-02;5.1640E-06
