2.4045E-02;4.8090E-06
2.4060E-02;4.8120E-06
2.4123E-02;4.8246E-06
2.4196E-02;4.8392E-06
2.4241E-02;4.8481E-06
2.4263E-02;4.8526E-06
2.4323E-02;4.8645E-06
2.4336E-02;4.8671E-06
2.4341E-02;4.8682E-06
2.4349E-02;4.8697E-06
2.4362E-02;4.8723E-06
2.4386E-02;4.8772E-06
2.4421E-02;4.8843E-06
2.4462E-02;4.8924E-06
2.4462E-02;4.8924E-06
2.4466E-02;4.8932E-06
2.4473E-02;4.8947E-06
2.4479E-02;4.8958E-06
2.4483E-02;4.8965E-06
2.4486E-02;4.8973E-06
2.4490E-02;4.8980E-06
2.4509E-02;4.9018E-06
2.4511E-02;4.9021E-06
2.4524E-02;4.9047E-06
2.4535E-02;4.9070E-06
2.4537E-02;4.9073E-06
2.4546E-02;4.9092E-06
2.4550E-02;4.9100E-06
2.4550E-02;4.9100E-06
2.4552E-02;4.9103E-06
2.4552E-02;4.9103E-06
2.4589E-02;4.9178E-06
2.4591E-02;4.9182E-06
2.4598E-02;4.9196E-06
2.4606E-02;4.9211E-06
2.4606E-02;4.9211E-06
2.4606E-02;4.9211E-06
2.4606E-02;4.9211E-06
2.4628E-02;4.9256E-06
2.4635E-02;4.9271E-06
2.4637E-02;4.9275E-06
2.4660E-02;4.9319E-06
2.4667E-02;4.9334E-06
2.4688E-02;4.9375E-06
2.4701E-02;4.9401E-06
2.4703E-02;4.9405E-06
2.4706E-02;4.9412E-06
2.4710E-02;4.9420E-06
2.4712E-02;4.9424E-06
2.4716E-02;4.9431E-06
2.4716E-02;4.9431E-06
2.4716E-02;4.9431E-06
2.4719E-02;4.9439E-06
2.4727E-02;4.9453E-06
2.4747E-02;4.9494E-06
2.4747E-02;4.9494E-06
2.4751E-02;4.9502E-06
2.4753E-02;4.9506E-06
2.4762E-02;4.9524E-06
2.4764E-02;4.9528E-06
2.4788E-02;4.9576E-06
2.4794E-02;4.9588E-06
2.4803E-02;4.9606E-06
2.4807E-02;4.9614E-06
2.4818E-02;4.9636E-06
2.4822E-02;4.9643E-06
2.4822E-02;4.9643E-06
2.4822E-02;4.9643E-06
2.4824E-02;4.9647E-06
2.4827E-02;4.9655E-06
2.4827E-02;4.9655E-06
2.4829E-02;4.9658E-06
2.4831E-02;4.9662E-06
2.4840E-02;4.9681E-06
2.4857E-02;4.9714E-06
2.4857E-02;4.9714E-06
2.4859E-02;4.9718E-06
2.4881E-02;4.9763E-06
2.4883E-02;4.9766E-06
2.4883E-02;4.9766E-06
2.4887E-02;4.9774E-06
2.4898E-02;4.9796E-06
2.4900E-02;4.9800E-06
2.4906E-02;4.9811E-06
2.4909E-02;4.9819E-06
2.4913E-02;4.9826E-06
2.4919E-02;4.9837E-06
2.4922E-02;4.9845E-06
2.4924E-02;4.9848E-06
2.4937E-02;4.9874E-06
2.4943E-02;4.9886E-06
2.4945E-02;4.9889E-06
2.4947E-02;4.9893E-06
2.4950E-02;4.9901E-06
2.4960E-02;4.9919E-06
2.4960E-02;4.9919E-06
2.4961E-02;4.9923E-06
2.4969E-02;4.9938E-06
2.4969E-02;4.9938E-06
2.4971E-02;4.9941E-06
2.4982E-02;4.9964E-06
2.4984E-02;4.9968E-06
2.4984E-02;4.9968E-06
2.4988E-02;4.9975E-06
2.4991E-02;4.9982E-06
2.4993E-02;4.9986E-06
2.5001E-02;5.0001E-06
2.5002E-02;5.0005E-06
2.5004E-02;5.0009E-06
2.5012E-02;5.0023E-06
2.5017E-02;5.0035E-06
2.5038E-02;5.0076E-06
2.5043E-02;5.0087E-06
2.5047E-02;5.0094E-06
2.5055E-02;5.0109E-06
2.5058E-02;5.0117E-06
2.5064E-02;5.0128E-06
2.5064E-02;5.0128E-06
2.5069E-02;5.0139E-06
2.5073E-02;5.0146E-06
2.5075E-02;5.0150E-06
2.5075E-02;5.0150E-06
2.5083E-02;5.0165E-06
2.5094E-02;5.0187E-06
2.5096E-02;5.0191E-06
2.5112E-02;5.0225E-06
2.5114E-02;5.0228E-06
2.5118E-02;5.0236E-06
2.5120E-02;5.0240E-06
2.5120E-02;5.0240E-06
2.5120E-02;5.0240E-06
2.5122E-02;5.0243E-06
2.5122E-02;5.0243E-06
2.5137E-02;5.0273E-06
2.5138E-02;5.0277E-06
2.5140E-02;5.0280E-06
2.5142E-02;5.0284E-06
2.5144E-02;5.0288E-06
2.5153E-02;5.0307E-06
2.5174E-02;5.0348E-06
2.5174E-02;5.0348E-06
2.5181E-02;5.0362E-06
2.5187E-02;5.0374E-06
2.5189E-02;5.0377E-06
2.5191E-02;5.0381E-06
2.5194E-02;5.0389E-06
2.5204E-02;5.0407E-06
2.5205E-02;5.0411E-06
2.5209E-02;5.0418E-06
2.5218E-02;5.0437E-06
2.5243E-02;5.0485E-06
2.5246E-02;5.0493E-06
2.5246E-02;5.0493E-06
2.5250E-02;5.0500E-06
2.5271E-02;5.0541E-06
2.5274E-02;5.0549E-06
2.5278E-02;5.0556E-06
2.5278E-02;5.0556E-06
2.5282E-02;5.0564E-06
2.5287E-02;5.0575E-06
