2.2657E-02;4.5315E-06
2.2788E-02;4.5575E-06
2.2799E-02;4.5598E-06
2.2816E-02;4.5631E-06
2.2862E-02;4.5724E-06
2.2909E-02;4.5818E-06
2.2911E-02;4.5821E-06
2.2931E-02;4.5862E-06
2.2989E-02;4.5978E-06
2.2991E-02;4.5982E-06
2.3022E-02;4.6045E-06
2.3030E-02;4.6060E-06
2.3048E-02;4.6097E-06
2.3086E-02;4.6171E-06
2.3088E-02;4.6175E-06
2.3121E-02;4.6242E-06
2.3121E-02;4.6242E-06
2.3125E-02;4.6250E-06
2.3132E-02;4.6265E-06
2.3140E-02;4.6280E-06
2.3143E-02;4.6287E-06
2.3153E-02;4.6306E-06
2.3155E-02;4.6309E-06
2.3160E-02;4.6321E-06
2.3171E-02;4.6343E-06
2.3181E-02;4.6361E-06
2.3242E-02;4.6484E-06
2.3244E-02;4.6488E-06
2.3246E-02;4.6492E-06
2.3250E-02;4.6499E-06
2.3306E-02;4.6611E-06
2.3307E-02;4.6615E-06
2.3320E-02;4.6641E-06
2.3324E-02;4.6648E-06
2.3332E-02;4.6663E-06
2.3333E-02;4.6667E-06
2.3337E-02;4.6674E-06
2.3339E-02;4.6678E-06
2.3347E-02;4.6693E-06
2.3352E-02;4.6704E-06
2.3358E-02;4.6715E-06
2.3371E-02;4.6741E-06
2.3382E-02;4.6764E-06
2.3395E-02;4.6790E-06
2.3404E-02;4.6809E-06
2.3410E-02;4.6820E-06
2.3414E-02;4.6827E-06
2.3415E-02;4.6831E-06
2.3417E-02;4.6835E-06
2.3417E-02;4.6835E-06
2.3425E-02;4.6849E-06
2.3425E-02;4.6849E-06
2.3432E-02;4.6864E-06
2.3447E-02;4.6894E-06
2.3449E-02;4.6898E-06
2.3451E-02;4.6902E-06
2.3451E-02;4.6902E-06
2.3468E-02;4.6935E-06
2.3479E-02;4.6958E-06
2.3479E-02;4.6958E-06
2.3481E-02;4.6961E-06
2.3484E-02;4.6969E-06
2.3497E-02;4.6995E-06
2.3510E-02;4.7021E-06
2.3510E-02;4.7021E-06
2.3510E-02;4.7021E-06
2.3516E-02;4.7032E-06
2.3516E-02;4.7032E-06
2.3523E-02;4.7047E-06
2.3523E-02;4.7047E-06
2.3525E-02;4.7051E-06
2.3527E-02;4.7054E-06
2.3529E-02;4.7058E-06
2.3544E-02;4.7088E-06
2.3546E-02;4.7092E-06
2.3550E-02;4.7099E-06
2.3557E-02;4.7114E-06
2.3566E-02;4.7133E-06
2.3574E-02;4.7148E-06
2.3574E-02;4.7148E-06
2.3576E-02;4.7151E-06
2.3576E-02;4.7151E-06
2.3576E-02;4.7151E-06
2.3577E-02;4.7155E-06
2.3581E-02;4.7162E-06
2.3581E-02;4.7162E-06
2.3581E-02;4.7162E-06
2.3583E-02;4.7166E-06
2.3594E-02;4.7188E-06
2.3604E-02;4.7207E-06
2.3618E-02;4.7237E-06
2.3622E-02;4.7244E-06
2.3626E-02;4.7252E-06
2.3628E-02;4.7256E-06
2.3628E-02;4.7256E-06
2.3630E-02;4.7259E-06
2.3637E-02;4.7274E-06
2.3639E-02;4.7278E-06
2.3641E-02;4.7282E-06
2.3645E-02;4.7289E-06
2.3650E-02;4.7300E-06
2.3650E-02;4.7300E-06
2.3656E-02;4.7311E-06
2.3656E-02;4.7311E-06
2.3663E-02;4.7326E-06
2.3682E-02;4.7364E-06
2.3686E-02;4.7371E-06
2.3686E-02;4.7371E-06
2.3691E-02;4.7382E-06
2.3691E-02;4.7382E-06
2.3693E-02;4.7386E-06
